collection_extra_deck - 2022-12-29
+-----------------------------------------------+-------+
|                      Card                     | Price |
|     Thousand Eyes Restrict Secret MC1      |   10  |
|           Gaia Dragon Champ LOB            |   9   |
|          Barrel Dragon MRD Ultra           |   7   |
|         Thousand Dragon MRD secret         |   7   |
|       Forceful Sentry MRL Unlimited        |   5   |
|         Imperial Order PSV Secret          |   2   |
|                    test                    |   0   |
+--------------------------------------------+-------+
buylist_edison - 2023-04-18
+----------------------------------+-------+
|               Card               | Price |
+----------------------------------+-------+
|       Archlord Kristya 1st       |  798  |
| Black Wing Armor Master Ulti 1st |  121  |
|     Iron Chain Dragon R 1st      |   10  |
| Herald of Orange Light Rare 1st  |   9   |
|     Consecrated Light C 1st      |   2   |
|         Gale CRMS R 1st          |   2   |
|  Soul of Purity and Light 1st C  |   2   |
|      Flamvell Uruquizas DT       |   0   |
|  Nimble Mega Hamster 1st Super   |   0   |
| Shire Lightsworn Fairy Super 1st |   0   |
|               test               |   0   |
+----------------------------------+-------+
buylist_cool_singles - 2023-04-18
+------------------------------------------+-------+
|                   Card                   | Price |
+------------------------------------------+-------+
|    Black Rose Dragon Ghost 1st - SEEK    |  2756 |
| Power Tool Dragon Ghost 1st - TCG / SEEK |  336  |
| red dragon archfiend Ultimate 1st - SEEK |  295  |
|                   test                   |   0   |
+------------------------------------------+-------+
buylist_foreign_converts - 2023-04-18
+--------------------------------+-------+
|              Card              | Price |
+--------------------------------+-------+
|       Maxx C Ultimate EN       |  778  |
|   Trap Dustshoot Super CP EN   |  394  |
| Pot of Avarice Ultimate 1st EN |  246  |
|     Tour Guide Ultimate EN     |  242  |
|  Solemn Warning Ultimate 1st   |  135  |
|    Scapegoat Ultra RP01 EN     |   0   |
|              test              |   0   |
+--------------------------------+-------+
buylist_cool_singles_t2 - 2023-04-18
+---------------------------------------------+-------+
|                     Card                    | Price |
+---------------------------------------------+-------+
|                Dad secret 1st               |  996  |
| Caius Shadow Monarch Ultimate TU EURO Print |  427  |
|          Bottomless Trap Hole CP04          |  406  |
|    Dark Armed Dragon Ultimate EURO Print    |  397  |
|                JD Secret 1st                |  238  |
|           Dimensional Prison Super          |   0   |
|                     test                    |   0   |
+---------------------------------------------+-------+
buylist_lightswornrulers - 2023-04-18
+----------------------------------------------+-------+
|                     Card                     | Price |
+----------------------------------------------+-------+
|       Upstart Goblin TU08 Super - TCG        |   58  |
|   Number 11 Big Eye Secret 1st - TCG/seek    |   35  |
|       Ghostrick Alucard UTR - TCG/Seek       |   30  |
|  Number 101 Silent Honor Ark UTR - TCG/Seek  |   28  |
| Mecha Phantom Beast Dracossack Scr 1st - TCG |   12  |
|         Diamond Dire Wolf - TCG/Seek         |   8   |
|     Number 80 Rhapsody in Berserk - TCG      |   7   |
|           Kuribandit Scr 1st - TCG           |   1   |
|      Michael The Arch Lightsworn - TCG       |   1   |
|          Needlebug Nest C 1st - TCG          |   1   |
|           Soul Charge Super - TCG            |   1   |
|          Starliege Paladynamo - TCG          |   1   |
|  Blaster Dragon Ruler of Infernos Scr - TCG  |   0   |
|          Eclipse Wyvern Super - TCG          |   0   |
|           Lavalval Chain DT - TCG            |   0   |
|         Lightray Diabolos Rare - TCG         |   0   |
|          Mechquipped Angineer - TCG          |   0   |
|    Raiden Lightsworn Assassin Super - TCG    |   0   |
|   Tempest Dragon Ruler of Storms Scr - TCG   |   0   |
|                     test                     |   0   |
+----------------------------------------------+-------+
buylist_double_up_hoard - 2023-04-18
+-----------------------------------------+-------+
|                   Card                  | Price |
+-----------------------------------------+-------+
|    Plaguespreader Zombie Ultimate 1st   |  573  |
|    Allure of Darkness Ultimate 1st EN   |  380  |
|             Honest Ghost 1st            |  371  |
|   Lumina Lightsworn Summoner Super CP   |  300  |
| Phoenix Wing Wind Blast Ultimate 1st NM |  256  |
|          D.D. Crow Ultimate 1st         |  247  |
|  Charge of the Light Brigade Secret 1st |  214  |
|         Chaos Sorcerer Ultra TU         |  195  |
|            Tragoedia Ultimate           |  176  |
|      Emegency Teleport Ultimate 1st     |  171  |
|       Solar Recharge Ultimate 1st       |  132  |
|  Lyla Lightsworn Sorceress Ultimate 1st |  103  |
|            Doomkaiser utr 1st           |   96  |
|           Krebons Super TU EN           |   93  |
|        Diamond Dude Ultimate 1st        |   85  |
|  Celestia Lightsworn Angel Ultimate 1st |   78  |
|     Ehren Lightsworn Monk Secret 1st    |   76  |
|        Destiny Hero Malicious 1st       |   47  |
|        Necro Gardna Ultimate 1st        |   43  |
|             Destiny Draw 1st            |   10  |
|        Wulf Lightsworn Beast 1st        |   9   |
|     Aurkus Lightsworn Druid LODT 1st    |   4   |
|            Beckoning Light TU           |   0   |
|        Brain Control Ultimate 1st       |   0   |
|          Crush Card Virus GLD1          |   0   |
|                   test                  |   0   |
+-----------------------------------------+-------+
buylist_2007_08_max_deck - 2023-04-18
+----------------------------------+-------+
|               Card               | Price |
+----------------------------------+-------+
|          Metamorphosis           |  1068 |
|     Toon Cannon Soldier TP6      |  358  |
|       Dark World Dealings        |  266  |
|    Toon Table of Contents TP6    |  203  |
|        Destiny Hero Dogma        |  134  |
|   Broww Huntsman of Darkworld    |  116  |
| Machine Duplication Ultimate 1st |   83  |
|      Magic Cylinder Secret       |   82  |
|     Destiny Hero Fear Monger     |   74  |
|            Megamorph             |   59  |
|     The Beginning of the End     |   59  |
|    Destiny Hero Plasma Secret    |   39  |
|           Jar of Greed           |   24  |
|          Dark Nephthys           |   12  |
|         Hand Destruction         |   2   |
|             Trade In             |   2   |
|      Shadowpriestess of Ohm      |   1   |
|               test               |   0   |
+----------------------------------+-------+
collection_deck_builder - 2023-05-03
+-------------------------------------------------------+-------+
|                          Card                         | Price |
+-------------------------------------------------------+-------+
|                 Book of Moon Super CP                 |  994  |
|              Maxx C Ultimate - 1 EN 1 SP              |  764  |
|                  Jinzo Secret PSV 1st                 |  699  |
|           Plaguespreader Zombie Ultimate 1st          |  626  |
|         Plaguespreader Zombie Ultimate 1st ITA        |  626  |
|                 Magician of Faith cp2                 |  616  |
|               Lonefire Blossom Super CP               |  562  |
|               Effect Veiler Ultimate 1st              |  521  |
|                Judgment Dragon Ultimate               |  452  |
|         Breaker the Magical Warrior TP7 super         |  425  |
|          Caius the Shadow Monarch Ultimate TU         |  404  |
|                Solemn Judgment MRD 1st                |  396  |
|           Trap Dustshoot Super CP 2 EN 1 DE           |  392  |
|               Dark Armed Dragon Ultimate              |  390  |
|           Night Assailant Super CP 3 EN 1 IT          |  373  |
|                  Gravekeeper Spy CP03                 |  366  |
|               Cyber Dragon Ultimate 1st               |  358  |
|                    Honest Ghost 1st                   |  357  |
|                 Spirit Reaper Super CP                |  341  |
|       Allure of Darkness Ultimate 1st 1 DE 2 IT       |  340  |
|           Allure of Darkness Ultimate 1st EN          |  340  |
|          Lumina Lightsworn Summoner Super CP          |  300  |
|            Lightning Vortex Ultimate 1st FR           |  292  |
| Black Luster Soldier Envoy of the Beginning Ultra 1st |  269  |
|           Chaos Emperor Dragon Ultimate 1st           |  263  |
|        Phoenix Wing Wind Blast Ultimate 1st NM        |  261  |
|                 D.D. Crow Ultimate 1st                |  256  |
|                  Battle Fader UTR 1st                 |  251  |
|         Pot of Avarice Ultimate 1st 2 DE 1 EN         |  245  |
|        Tour Guide From the Underworld Ultimate        |  240  |
|       Pot of Greed Ultimate 1st - 2 EN 2 Foreign      |  230  |
|                Foolish Burial Super CP                |  227  |
|          Brain Control Ultimate 1st 1 EN 1 DE         |  225  |
|         Charge of the Light Brigade Secret 1st        |  216  |
|            Dark Magician of Chaos DMOC 1st            |  205  |
|                   Sangan Super RP01                   |  205  |
|                Smashing Ground Super CP               |  197  |
|                Chaos Sorcerer Ultra TU                |  188  |
|                   Tragoedia Ultimate                  |  187  |
|            Destiny Hero Doom Lord Rare DR04           |  178  |
|                 Crush Card Virus GLD1                 |  166  |
|        Phoenix Wing Wind Blast Ultimate 1st LP        |  164  |
|              Thunder King Rai Oh Ultimate             |  164  |
|       Emergency Teleport Ultimate 1st 1 EN 2 DE       |  159  |
|                Dark Grepher Secret 1st                |  157  |
|                   Dandylion Ultimate                  |  154  |
|               Archlord Kristya Unlimited              |  145  |
|                 Threatening Roar CP07                 |  145  |
|                 Honest Ghost Unlimited                |  143  |
|              Solemn Warning Ultimate 1st              |  142  |
|               Glow Up Bulb Ultimate 2 EN              |  137  |
|                   Maxx C Secret 1st                   |  135  |
|                  Mirror Force MRD 1st                 |  130  |
|              Destiny Hero Dasher UTR 1st              |  129  |
|              Solar Recharge Ultimate 1st              |  123  |
|                 Mind Crush CP08 Super                 |  111  |
|             Crush Card Virus Ultimate 1st             |  110  |
|           Mystical Space Typhoon MST MRL 1st          |  109  |
|                 Debris Dragon Ultimate                |  104  |
|         Lyla Lightsworn Sorceress Ultimate 1st        |  100  |
|                   Tsukuyomi Ultimate                  |   93  |
|                Call of the Haunted 1st                |   91  |
|                 Pot of Duality Scr 1st                |   90  |
|                    Snipe Hunter cp3                   |   90  |
|             Ring of Destruction Secret 1st            |   89  |
|                 Delinquent Duo MRL 1st                |   88  |
|                Dimension Fusion IOC 1st               |   87  |
|                 Cyber Jar Ultimate 1st                |   86  |
|                    Krebons Super TU                   |   86  |
|              Future Fusion UTR Unlimited              |   85  |
|            Ehren Lightsworn Monk Secret 1st           |   83  |
|                 Tour Guide Secret 1st                 |   83  |
|            Machine Duplication Ultimate 1st           |   82  |
|               Torrential Tribute LON 1st              |   81  |
|           Demise King of Armageddon UTR 1st           |   79  |
|               Thunder King Rai-oh Secret              |   79  |
|         Celestia Lightsworn Angel Ultimate 1st        |   78  |
|                Enemy Controller AST 1st               |   73  |
|           Monster Reincarnation Ultimate 1st          |   73  |
|  Dekoichi the Battle Enchanted Locomotive UTR 1st NM  |   69  |
|                   Doom Dozer UTR 1st                  |   67  |
|                  Snatch Steal MRL 1st                 |   61  |
|                   Beckoning Light TU                  |   59  |
|                  Heavy Storm MRD 1st                  |   59  |
|                      Ruin UTR 1st                     |   59  |
|             Premature Burial Ultra 1st NM             |   54  |
|                   Dark Hole LOB 1st                   |   51  |
|  Dekoichi the Battle Enchanted Locomotive UTR 1st LP  |   50  |
|              Garoth Lightsworn Warrior TU             |   49  |
|               Destiny Hero Malicious 1st              |   48  |
|                Card Destruction SDY 1st               |   45  |
|   Destiny Hero Diamond Dude Ultimate 1st - 2 EN 1 DE  |   45  |
|                 Doomcaliber Knight TU                 |   45  |
|               Darklord Zerato Secret 1st              |   44  |
|                  Divine Wrath UTR 1st                 |   44  |
|               Necro Gardna Ultimate 1st               |   43  |
|               Cyber Phoenix Ultimate 1st              |   41  |
|               Ryko Lightsworn Hunter 1st              |   39  |
|               Destiny Hero Plasma Secret              |   36  |
|             Giant Trunade - MRL Super 1st             |   32  |
|                 Thunder Dragon MRD 1st                |   29  |
|               Tribe Infecting Virus 1st               |   29  |
|                 Royal Decree DB2 Super                |   28  |
|                Nobleman of Crossout 1st               |   25  |
|                Rescue Rabbit Secret 1st               |   23  |
|                 Mind Control WC Super                 |   20  |
|              Harpie's Feather Duster SDD              |   19  |
|     Return from the Different Dimension DPKB Super    |   19  |
|             Solemn Judgment MRD Unlimited             |   19  |
|           Reinforcement of the Army LOD 1st           |   18  |
|                Dark Mimic Lv3 Ultimate                |   14  |
|               Gold Sarcophagus GLD2 2009              |   14  |
|             Royal Oppression Rare LOD 1st             |   14  |
|                  Confiscation MRL 1st                 |   13  |
|           Gorz the Emissary of Darkness RP02          |   11  |
|                    Destiny Draw 1st                   |   9   |
|               Wulf Lightsworn Beast 1st               |   9   |
|                Graceful Charity SDP 1st               |   6   |
|                    Sinister Serpent                   |   5   |
|            Aurkus Lightsworn Druid LODT 1st           |   4   |
|           Gorz the Emissary of Darkness DLG1          |   4   |
|                     Dark Mimic Lv1                    |   0   |
|                Scapegoat Ultra RP01 ita               |   0   |
|                          test                         |   0   |
+-------------------------------------------------------+-------+
collection_extra_deck - 2023-05-03
+-----------------------------------------------+-------+
|                      Card                     | Price |
+-----------------------------------------------+-------+
|           Stardust Dragon Ghost 1st           |  1906 |
|     Cyber End Dragon Ultimate UNL ITA GER     |  999  |
|         Ancient Fairy Dragon Ghost 1st        |  703  |
|       Cyber Dark Dragon Ultimate 1st GER      |  561  |
|           Stardust Dragon Ghost Unl           |  441  |
|          Black Rose Dragon Ghost Unl          |  320  |
|       Cyber Twin Dragon Ultimate 1st GER      |  277  |
|     Trishula Dragon of the Ice Barrier DT     |  248  |
|       Red Dragon Archfiend Ultimate 1st       |  241  |
|         Shooting Star Dragon Ghost 1st        |  240  |
|      Thought Ruler Archfiend Ultimate 1st     |  200  |
|         Ancient Fairy Dragon Ghost Unl        |  197  |
|           Goyo Guardian Ultimate 1st          |  188  |
|       Ally of Justice Catastor Ultimate       |  187  |
|          Colossal Fighter Ultimate TU         |  174  |
|      Brionac Dragon of the Ice Barrier DT     |  161  |
|         Power Tool Dragon Ultimate 1st        |  161  |
|         Flame Wingman Ultimate 1st UDE        |  154  |
|                Dark Paladin DMG               |  139  |
|      Avenging Knight Parshath Secret 1st      |  128  |
|      Number 17 Leviathan Dragon Ghost 1st     |   79  |
|          Tempest Magician Secret 1st          |   77  |
|      Leviair the Sea Dragon Ultimate 1st      |   68  |
|             Drill Warrior UTR 1st             |   60  |
|          Red Nova Dragon Ultimate 1st         |   55  |
|           Scrap Dragon Ultimate 1st           |   53  |
|             Evolzar Laggia UTR 1st            |   51  |
|            Wind Up Zenmaity UTR 1st           |   36  |
|                  Junk Archer                  |   35  |
|                   Mist Wurm                   |   33  |
|                 Zenmaister UTR                |   33  |
|          Thousand Eyes Restrict RP02          |   32  |
|              Armory Arm Ultra 1st             |   29  |
|           Evolzar Dolkka Secret 1st           |   27  |
|              Magical Android 1st              |   22  |
|                 Nitro Warrior                 |   19  |
|            Wind Up Zenmaity UTR Unl           |   17  |
|           Wind Up Zenmaines Scr 1st           |   16  |
|              T.G. Hyper Librarian             |   13  |
|               Arcanite Magician               |   12  |
|           Thousand Eyes Restrict MC1          |   12  |
|                 Turbo Warrior                 |   11  |
|                Dark End Dragon                |   8   |
|           Number C39 Utopia Ray UTR           |   6   |
|         Dark Strike Fighter Super 1st         |   4   |
|                   Acid Golem                  |   2   |
|                Wind up Zenmaioh               |   2   |
|         Ally of Justice Catastor DTP1         |   0   |
|          Chimeratech Fortress Dragon          |   0   |
|      Chimeratech Overdragon Ultimate GER      |   0   |
|       Cyber Dark Dragon Ultimate UNL GER      |   0   |
| Formula Synchron ULTRA Advent Calendar GERMAN |   0   |
|                Number 39 Utopia               |   0   |
|                      test                     |   0   |
+-----------------------------------------------+-------+
collection_deck_core - 2023-05-03
+---------------------------------------+-------+
|                  Card                 | Price |
+---------------------------------------+-------+
|        Enemy Controller AST unl       |   30  |
|           Tytannial UTR Unl           |   22  |
|      Cyber Valley PTDN Super 1st      |   16  |
|      Torrential Tribute Unlimited     |   15  |
|    Armageddon Knight PTDN 1st Super   |   14  |
|       Call of the Haunted Ultra       |   14  |
|              One For One              |   11  |
|          Giga Mantis UTR 1st          |   10  |
|          Zektkaliber UTR 1st          |   10  |
|            Dandylion Secret           |   9   |
|           Card Trooper Ultra          |   8   |
|  Light and darkness dragon ultra ldpp |   7   |
|         Raigeki LOB Super Unl         |   7   |
|      Reborn Tengu Ultra 3 IT 3 EN     |   7   |
|         Wind up Rabbit Scr Unl        |   7   |
|         Black Salvo Super 1st         |   6   |
|           Jar of Greed Super          |   6   |
| Manju of the Ten Thousand Hands C 1st |   3   |
|            Megamorph Ultra            |   3   |
|           Starlight Road Scr          |   3   |
|        Advanced Ritual Art Rare       |   2   |
|   Destiny Hero Disk Commander Super   |   2   |
|           Gravity Bind R 1st          |   2   |
|            Hornet Super 1st           |   2   |
|          Insect Knight C 1st          |   2   |
|  Senju of the Thousand Hands Rare 1st |   2   |
|           Cold Wave - C 1st           |   1   |
|         Phantom of Chaos Super        |   1   |
|        Metal Armored Bug C 1st        |   0   |
|             Neo Bug C 1st             |   0   |
|            Sonic Bird C 1st           |   0   |
|                  test                 |   0   |
+---------------------------------------+-------+
collection_old_school - 2023-05-03
+--------------------------------------------+-------+
|                    Card                    | Price |
+--------------------------------------------+-------+
|       Dark Magician Girl Secret 1st        |  2319 |
|         Blue-Eyes White Dragon DDS         |  2200 |
|  Winged kurbio lvl 10 ultimate 1st german  |  474  |
|             Dark Magician DDS              |  422  |
|          Gate Guardian Secret 1st          |  365  |
|           Dark Paladin 1st Ultra           |  348  |
|      Chaos Emperor Dragon Secret 1st       |  319  |
|     Winged kuribo ultimate 1st german      |  315  |
|       Dark Magician Girl Secret UNL        |  277  |
|          B Skull Dragon BPT 2002           |  247  |
|    EHERO bubbleman ultimate 1st german     |  194  |
|       bladeedge ultimate 1st italian       |  185  |
|           Buster Blade Ultra 1st           |  156  |
|         Blue Eyes Toon Dragon MRL          |  149  |
|         Slifer The Sky Dragon YMA          |  148  |
|        Red Eyes Black Metal Dragon         |  137  |
|      neos dolphin ultimate 1st german      |  128  |
|   neos dark panther ultimate 1st german    |  117  |
|         neos air bird ultimate 1st         |  112  |
|           Dark Magician BPT 2002           |  108  |
|            EHERO clayman secret            |  108  |
|       Red Eyes Black Dragon BPT 2002       |  107  |
|             EHERO Avian secret             |  106  |
|      Blue Eyes White Dragon BPT 2002       |  103  |
| Neo Spacian Grand Mole Ultimate 1st german |  103  |
|           Lava Golem Secret 1st            |  102  |
|             Obelisk JUMP PrScr             |  101  |
|             EHERO Burst secret             |  100  |
|             EHERO Spark secret             |   95  |
|          The Winged Dragon of Ra           |   91  |
|         Summoned Skull BPT Reverse         |   81  |
|      Serpent Night Dragon Secret 1st       |   80  |
|         Blue-Eyes White Dragon LOB         |   75  |
|             Harpies Pet Dragon             |   71  |
|   neos flare scarab ultimate 1st german    |   56  |
|              Jinzo Secret PSV              |   50  |
|           Lava Golem Secret UNL            |   45  |
|             Yata-Garasu Secret             |   44  |
|          Gate Guardian Secret UNL          |   42  |
|                Red Eyes LOB                |   40  |
| Black Luster Soldier EOTB Ultra Unlimited  |   39  |
|             Dark Magician LOB              |   38  |
|           B. Skull Dragon Ultra            |   34  |
|                Exodia Head                 |   33  |
|       Ring of Destruction Secret UNL       |   33  |
|             Time Wizard Ultra              |   33  |
|             Queen's Knight UTR             |   31  |
|               Don Zaloog 1st               |   30  |
|    Chaos Emperor Dragon EOTE Secret unl    |   28  |
|             EHERO Neos secret              |   28  |
|            Reflect Bounder 1st             |   27  |
|            Summoned Skull Ultra            |   26  |
|              Exodia Left Arm               |   24  |
|              Exodia Right Leg              |   24  |
|        Injection Fairy Lily Secret         |   24  |
|        Monster Reborn Unlimited LOB        |   24  |
|       Blue Eyes Ultimate JMP Secret        |   22  |
|             Jack's Knight UTR              |   22  |
|             King's Knight UTR              |   19  |
|           Marauding Captain 1st            |   19  |
|              Mirror Force MRD              |   19  |
|           Dark Magician of Chaos           |   18  |
|             Gemini Elf Secret              |   18  |
|              Exodia Left Leg               |   17  |
|              Exodia Right Arm              |   16  |
|          Tri Horned Dragon Secret          |   15  |
|           Magic Cylinder Secret            |   14  |
|              Change of Heart               |   13  |
|              Gaia LOB Vanilla              |   13  |
|     Thousand Eyes Restrict Secret MC1      |   12  |
|            Vampire Lord Secret             |   12  |
|           Buster Blade Ultra unl           |   10  |
|           Gaia Dragon Champ LOB            |   10  |
|         Premature Burial Ultra UNL         |   10  |
|        Serpent Night Dragon Secret         |   10  |
|          Barrel Dragon MRD Ultra           |   9   |
|         Thousand Dragon MRD secret         |   9   |
|       Forceful Sentry MRL Unlimited        |   6   |
|         Imperial Order PSV Secret          |   2   |
|                    test                    |   0   |
+--------------------------------------------+-------+
buylist_edison - 2023-05-04
+----------------------------------+-------+
|               Card               | Price |
+----------------------------------+-------+
|       Archlord Kristya 1st       |  749  |
| Black Wing Armor Master Ulti 1st |  120  |
|  Nimble Mega Hamster 1st Super   |   21  |
|     Iron Chain Dragon R 1st      |   9   |
|     Consecrated Light C 1st      |   2   |
|         Gale CRMS R 1st          |   2   |
| Herald of Orange Light Rare 1st  |   2   |
|  Soul of Purity and Light 1st C  |   1   |
|      Flamvell Uruquizas DT       |   0   |
| Shire Lightsworn Fairy Super 1st |   0   |
|               test               |   0   |
+----------------------------------+-------+
buylist_cool_singles - 2023-05-04
+------------------------------------------+-------+
|                   Card                   | Price |
+------------------------------------------+-------+
|    Black Rose Dragon Ghost 1st - SEEK    |  2671 |
| Power Tool Dragon Ghost 1st - TCG / SEEK |  348  |
| red dragon archfiend Ultimate 1st - SEEK |   0   |
|                   test                   |   0   |
+------------------------------------------+-------+
buylist_foreign_converts - 2023-05-04
+--------------------------------+-------+
|              Card              | Price |
+--------------------------------+-------+
|       Maxx C Ultimate EN       |  764  |
|   Trap Dustshoot Super CP EN   |  392  |
|     Tour Guide Ultimate EN     |  267  |
| Pot of Avarice Ultimate 1st EN |  245  |
|  Solemn Warning Ultimate 1st   |  142  |
|    Scapegoat Ultra RP01 EN     |   0   |
|              test              |   0   |
+--------------------------------+-------+
buylist_cool_singles_t2 - 2023-05-04
+---------------------------------------------+-------+
|                     Card                    | Price |
+---------------------------------------------+-------+
| Caius Shadow Monarch Ultimate TU EURO Print |  404  |
|                Dad secret 1st               |  399  |
|          Bottomless Trap Hole CP04          |  396  |
|    Dark Armed Dragon Ultimate EURO Print    |  390  |
|                JD Secret 1st                |  233  |
|           Dimensional Prison Super          |   0   |
|                     test                    |   0   |
+---------------------------------------------+-------+
buylist_lightswornrulers - 2023-05-04
+----------------------------------------------+-------+
|                     Card                     | Price |
+----------------------------------------------+-------+
|       Upstart Goblin TU08 Super - TCG        |   56  |
|   Number 11 Big Eye Secret 1st - TCG/seek    |   32  |
|       Ghostrick Alucard UTR - TCG/Seek       |   27  |
|  Number 101 Silent Honor Ark UTR - TCG/Seek  |   27  |
| Mecha Phantom Beast Dracossack Scr 1st - TCG |   10  |
|         Diamond Dire Wolf - TCG/Seek         |   9   |
|     Number 80 Rhapsody in Berserk - TCG      |   7   |
|           Kuribandit Scr 1st - TCG           |   1   |
|      Michael The Arch Lightsworn - TCG       |   1   |
|          Needlebug Nest C 1st - TCG          |   1   |
|           Soul Charge Super - TCG            |   1   |
|          Starliege Paladynamo - TCG          |   1   |
|  Blaster Dragon Ruler of Infernos Scr - TCG  |   0   |
|          Eclipse Wyvern Super - TCG          |   0   |
|           Lavalval Chain DT - TCG            |   0   |
|         Lightray Diabolos Rare - TCG         |   0   |
|          Mechquipped Angineer - TCG          |   0   |
|    Raiden Lightsworn Assassin Super - TCG    |   0   |
|   Tempest Dragon Ruler of Storms Scr - TCG   |   0   |
|                     test                     |   0   |
+----------------------------------------------+-------+
buylist_double_up_hoard - 2023-05-04
+-----------------------------------------+-------+
|                   Card                  | Price |
+-----------------------------------------+-------+
|    Plaguespreader Zombie Ultimate 1st   |  626  |
|             Honest Ghost 1st            |  357  |
|    Allure of Darkness Ultimate 1st EN   |  340  |
|   Lumina Lightsworn Summoner Super CP   |  300  |
| Phoenix Wing Wind Blast Ultimate 1st NM |  261  |
|          D.D. Crow Ultimate 1st         |  256  |
|        Brain Control Ultimate 1st       |  225  |
|  Charge of the Light Brigade Secret 1st |  219  |
|         Chaos Sorcerer Ultra TU         |  189  |
|            Tragoedia Ultimate           |  187  |
|      Emegency Teleport Ultimate 1st     |  158  |
|       Solar Recharge Ultimate 1st       |  123  |
|  Lyla Lightsworn Sorceress Ultimate 1st |  100  |
|            Doomkaiser utr 1st           |   94  |
|        Diamond Dude Ultimate 1st        |   89  |
|           Krebons Super TU EN           |   86  |
|     Ehren Lightsworn Monk Secret 1st    |   83  |
|  Celestia Lightsworn Angel Ultimate 1st |   78  |
|            Beckoning Light TU           |   59  |
|        Destiny Hero Malicious 1st       |   47  |
|        Necro Gardna Ultimate 1st        |   43  |
|             Destiny Draw 1st            |   9   |
|        Wulf Lightsworn Beast 1st        |   9   |
|     Aurkus Lightsworn Druid LODT 1st    |   4   |
|          Crush Card Virus GLD1          |   0   |
|                   test                  |   0   |
+-----------------------------------------+-------+
buylist_2007_08_max_deck - 2023-05-04
+----------------------------------+-------+
|               Card               | Price |
+----------------------------------+-------+
|          Metamorphosis           |  895  |
|     Toon Cannon Soldier TP6      |  358  |
|       Dark World Dealings        |  257  |
|    Toon Table of Contents TP6    |  216  |
|   Broww Huntsman of Darkworld    |  133  |
|        Destiny Hero Dogma        |  112  |
|      Magic Cylinder Secret       |   86  |
| Machine Duplication Ultimate 1st |   82  |
|     Destiny Hero Fear Monger     |   70  |
|            Megamorph             |   57  |
|     The Beginning of the End     |   53  |
|    Destiny Hero Plasma Secret    |   36  |
|           Jar of Greed           |   24  |
|          Dark Nephthys           |   17  |
|             Trade In             |   3   |
|         Hand Destruction         |   2   |
|      Shadowpriestess of Ohm      |   1   |
|               test               |   0   |
+----------------------------------+-------+
buylist_edison - 2023-05-12
+----------------------------------+-------+
|               Card               | Price |
+----------------------------------+-------+
|       Archlord Kristya 1st       |  768  |
| Black Wing Armor Master Ulti 1st |  120  |
|  Nimble Mega Hamster 1st Super   |   25  |
|     Iron Chain Dragon R 1st      |   8   |
|     Consecrated Light C 1st      |   2   |
|         Gale CRMS R 1st          |   2   |
| Herald of Orange Light Rare 1st  |   2   |
|  Soul of Purity and Light 1st C  |   1   |
|      Flamvell Uruquizas DT       |   0   |
| Shire Lightsworn Fairy Super 1st |   0   |
|               test               |   0   |
+----------------------------------+-------+
buylist_cool_singles - 2023-05-12
+------------------------------------------+-------+
|                   Card                   | Price |
+------------------------------------------+-------+
|    Black Rose Dragon Ghost 1st - SEEK    |  2615 |
| Power Tool Dragon Ghost 1st - TCG / SEEK |  348  |
| red dragon archfiend Ultimate 1st - SEEK |   0   |
|                   test                   |   0   |
+------------------------------------------+-------+
buylist_foreign_converts - 2023-05-12
+--------------------------------+-------+
|              Card              | Price |
+--------------------------------+-------+
|       Maxx C Ultimate EN       |  781  |
|   Trap Dustshoot Super CP EN   |  392  |
|     Tour Guide Ultimate EN     |  284  |
| Pot of Avarice Ultimate 1st EN |  260  |
|  Solemn Warning Ultimate 1st   |  147  |
|    Scapegoat Ultra RP01 EN     |   0   |
|              test              |   0   |
+--------------------------------+-------+
buylist_cool_singles_t2 - 2023-05-12
+---------------------------------------------+-------+
|                     Card                    | Price |
+---------------------------------------------+-------+
| Caius Shadow Monarch Ultimate TU EURO Print |  448  |
|                Dad secret 1st               |  399  |
|          Bottomless Trap Hole CP04          |  390  |
|    Dark Armed Dragon Ultimate EURO Print    |  389  |
|                JD Secret 1st                |  235  |
|           Dimensional Prison Super          |   0   |
|                     test                    |   0   |
+---------------------------------------------+-------+
buylist_lightswornrulers - 2023-05-12
+----------------------------------------------+-------+
|                     Card                     | Price |
+----------------------------------------------+-------+
|       Upstart Goblin TU08 Super - TCG        |   54  |
|   Number 11 Big Eye Secret 1st - TCG/seek    |   31  |
|       Ghostrick Alucard UTR - TCG/Seek       |   29  |
|  Number 101 Silent Honor Ark UTR - TCG/Seek  |   25  |
|         Diamond Dire Wolf - TCG/Seek         |   10  |
| Mecha Phantom Beast Dracossack Scr 1st - TCG |   10  |
|     Number 80 Rhapsody in Berserk - TCG      |   7   |
|           Kuribandit Scr 1st - TCG           |   1   |
|      Michael The Arch Lightsworn - TCG       |   1   |
|          Needlebug Nest C 1st - TCG          |   1   |
|           Soul Charge Super - TCG            |   1   |
|          Starliege Paladynamo - TCG          |   1   |
|  Blaster Dragon Ruler of Infernos Scr - TCG  |   0   |
|          Eclipse Wyvern Super - TCG          |   0   |
|           Lavalval Chain DT - TCG            |   0   |
|         Lightray Diabolos Rare - TCG         |   0   |
|          Mechquipped Angineer - TCG          |   0   |
|    Raiden Lightsworn Assassin Super - TCG    |   0   |
